id,name,state,user_difined,user_id,create_date,modify_date,status,user_defined
148171,Tabango,1322,,,,,1,0
148172,Tugbong,1322,,,,,1,0
148173,Viga,1322,,,,,1,0
148174,Tinambacan,1322,,,,,1,0
148175,Wright,1322,,,,,1,0
148176,Tagapul-an,1322,,,,,1,0
148177,Victoria,1322,,,,,1,0
148178,Taft,1322,,,,,1,0
148179,Talisayan,1322,,,,,1,0
148180,Tucdao,1322,,,,,1,0
148181,Silanga,1322,,,,,1,0
148182,Bantayan,1322,,,,,1,0
148183,Bislig,1322,,,,,1,0
148184,Baras,1322,,,,,1,0
148185,Bitanjuan,1322,,,,,1,0
148186,Bato,1322,,,,,1,0
148187,Basud,1322,,,,,1,0
148188,Caibiran,1322,,,,,1,0
148189,Catbalogan,1322,,,,,1,0
148190,Dao,1322,,,,,1,0
148191,Erenas,1322,,,,,1,0
148192,Consuegra,1322,,,,,1,0
148193,Hilongos,1322,,,,,1,0
148194,Matlang,1322,,,,,1,0
148195,Looc,1322,,,,,1,0
148196,Lalauigan,1322,,,,,1,0
148197,Lao,1322,,,,,1,0
148198,Jiabong,1322,,,,,1,0
148199,Makiwalo,1322,,,,,1,0
148200,Matalom,1322,,,,,1,0
148201,Mahaplag,1322,,,,,1,0
148202,Mondragon,1322,,,,,1,0
148203,San Francisco,1322,,,,,1,0
148204,Pangpang,1322,,,,,1,0
148205,Nena,1322,,,,,1,0
148206,Tabing,1322,,,,,1,0
148207,Tagbubungang Diot,1322,,,,,1,0
148208,Tomas Oppus,1322,,,,,1,0
148209,Tanauan,1322,,,,,1,0
148210,Umaganhan,1322,,,,,1,0
148211,Doos,1322,,,,,1,0
148212,T?mi,4924,,,,,1,0
148213,Aki,4924,,,,,1,0
148214,Agematsu,4924,,,,,1,0
148215,Motoyama,4924,,,,,1,0
148216,Sakaki,4924,,,,,1,0
148217,Kiso,4924,,,,,1,0
148218,?toyo,4924,,,,,1,0
148219,Yamagata,4924,,,,,1,0
148220,Urugi,4924,,,,,1,0
148221,Tsuno,4924,,,,,1,0
148222,Takamori,4924,,,,,1,0
148223,?tsuki,4924,,,,,1,0
148224,Nakagawa,4924,,,,,1,0
148225,Fujimi,4924,,,,,1,0
148226,Takagi,4924,,,,,1,0
148227,Mihara,4924,,,,,1,0
148228,Minamimaki,4924,,,,,1,0
148229,Yasuoka,4924,,,,,1,0
148230,Yusuhara,4924,,,,,1,0
148231,Nakatosa,4924,,,,,1,0
148232,Tano,4924,,,,,1,0
148233,Obuse,4924,,,,,1,0
148234,Yamanouchi,4924,,,,,1,0
148235,Minamiminowa,4924,,,,,1,0
148236,Iijima,4924,,,,,1,0
148237,Karuizawa,4924,,,,,1,0
148238,Nagawa,4924,,,,,1,0
148239,Sakuho,4924,,,,,1,0
148240,Nozawaonsen,4924,,,,,1,0
148241,Omi,4924,,,,,1,0
148242,Otari,4924,,,,,1,0
148243,Nakaj?,4924,,,,,1,0
148244,Togari,4924,,,,,1,0
148245,Nakamura,4924,,,,,1,0
148246,Ueda,4924,,,,,1,0
148247,Mitsushima,4924,,,,,1,0
148248,Usa,4924,,,,,1,0
148249,Nakano,4924,,,,,1,0
148250,?taki,4924,,,,,1,0
148251,?kuwa,4924,,,,,1,0
148252,Matsukawa,4924,,,,,1,0
148253,Yawata,4924,,,,,1,0
148254,Minowa,4924,,,,,1,0
148255,Sakawa,4924,,,,,1,0
148256,Minamiaiki,4924,,,,,1,0
148257,Geisei,4924,,,,,1,0
148258,Umaji,4924,,,,,1,0
148259,Aoki,4924,,,,,1,0
148260,?shika,4924,,,,,1,0
148261,Asahi,4924,,,,,1,0
148262,?kawa,4924,,,,,1,0
148263,Nagiso,4924,,,,,1,0
148264,Kijimadaira,4924,,,,,1,0
148265,Miyada,4924,,,,,1,0
148266,Ochi,4924,,,,,1,0
148267,Ikusaka,4924,,,,,1,0
148268,Toyooka,4924,,,,,1,0
148269,Hakuba,4924,,,,,1,0
148270,Nahari,4924,,,,,1,0
148271,Niyodogawa,4924,,,,,1,0
148272,Shimosuwa,4924,,,,,1,0
148273,Shimanto,4924,,,,,1,0
148274,Hara,4924,,,,,1,0
148275,Sakae,4924,,,,,1,0
148276,Hidaka,4924,,,,,1,0
148277,Shimoj?,4924,,,,,1,0
148278,Shinano,4924,,,,,1,0
148279,Anan,4924,,,,,1,0
148280,Kuroshio,4924,,,,,1,0
148281,Kitaaiki,4924,,,,,1,0
148282,Yasuda,4924,,,,,1,0
148283,Takayama,4924,,,,,1,0
148284,Ikeda,4924,,,,,1,0
148285,Tateshina,4924,,,,,1,0
148286,Hiraya,4924,,,,,1,0
148287,Achi,4924,,,,,1,0
148288,Kawakami,4924,,,,,1,0
148289,Kitagawa,4924,,,,,1,0
148290,Iizuna,4924,,,,,1,0
148291,Miyota,4924,,,,,1,0
148292,Matsumoto,4924,,,,,1,0
148293,Chikuhoku,4924,,,,,1,0
148294,Sanada,4924,,,,,1,0
148295,Tatsuno,4924,,,,,1,0
148296,T?y?,4924,,,,,1,0
148297,Neba,4924,,,,,1,0
148298,Chikuma,4924,,,,,1,0
148299,Azumino,4924,,,,,1,0
148300,K?nan,4924,,,,,1,0
148301,Shiojiri,4924,,,,,1,0
148302,Nankoku,4924,,,,,1,0
148303,Ogawa,4924,,,,,1,0
148304,Chino,4924,,,,,1,0
148305,Ino,4924,,,,,1,0
148306,Komoro,4924,,,,,1,0
148307,Okaya,4924,,,,,1,0
148308,Sukumo,4924,,,,,1,0
148309,Suwa,4924,,,,,1,0
148310,Nagano,4924,,,,,1,0
148311,Suzaka,4924,,,,,1,0
148312,Iiyama,4924,,,,,1,0
148313,Ina,4924,,,,,1,0
148314,Muroto,4924,,,,,1,0
148315,Iida,4924,,,,,1,0
148316,Saku,4924,,,,,1,0
148317,K?chi,4924,,,,,1,0
148318,Susaki,4924,,,,,1,0
148319,Tosashimizu,4924,,,,,1,0
148320,Tosa,4924,,,,,1,0
148321,?machi,4924,,,,,1,0
148322,C?n Th?,4925,,,,,1,0
148323,C? ??,4925,,,,,1,0
148324,Th?i Lai,4925,,,,,1,0
148325,V?nh Th?nh,4925,,,,,1,0
148326,María Elena,2832,,,,,1,0
148327,General Lagos,2829,,,,,1,0
148328,Caldera,2823,,,,,1,0
148329,Tierra Amarilla,2823,,,,,1,0
148330,Alto del Carmen,2823,,,,,1,0
148331,Freirina,2823,,,,,1,0
148332,Guaitecas,2828,,,,,1,0
148333,Lago Verde,2828,,,,,1,0
148334,O'Higgins,2828,,,,,1,0
148335,Río Ibáñez,2828,,,,,1,0
148336,Tortel,2828,,,,,1,0
148337,Antuco,2827,,,,,1,0
148338,Contulmo,2827,,,,,1,0
148339,Florida,2827,,,,,1,0
148340,Hualpén,2827,,,,,1,0
148341,Hualqui,2827,,,,,1,0
148342,Los Álamos,2827,,,,,1,0
148343,Negrete,2827,,,,,1,0
148344,Quilaco,2827,,,,,1,0
148345,Quilleco,2827,,,,,1,0
148346,San Pedro de la Paz,2827,,,,,1,0
148347,San Rosendo,2827,,,,,1,0
148348,Santa Bárbara,2827,,,,,1,0
148349,Santa Juana,2827,,,,,1,0
148350,Tirúa,2827,,,,,1,0
148351,Tucapel,2827,,,,,1,0
148352,Andacollo,2825,,,,,1,0
148353,Canela,2825,,,,,1,0
148354,Combarbalá,2825,,,,,1,0
148355,La Higuera,2825,,,,,1,0
148356,Los Vilos,2825,,,,,1,0
148357,Paihuano,2825,,,,,1,0
148358,Punitaqui,2825,,,,,1,0
148359,Río Hurtado,2825,,,,,1,0
148360,Cholchol,2826,,,,,1,0
148361,Cunco,2826,,,,,1,0
148362,Curacautín,2826,,,,,1,0
148363,Curarrehue,2826,,,,,1,0
148364,Ercilla,2826,,,,,1,0
148365,Galvarino,2826,,,,,1,0
148366,Gorbea,2826,,,,,1,0
148367,Lonquimay,2826,,,,,1,0
148368,Los Sauces,2826,,,,,1,0
148369,Lumaco,2826,,,,,1,0
148370,Melipeuco,2826,,,,,1,0
148371,Padre Las Casas,2826,,,,,1,0
148372,Perquenco,2826,,,,,1,0
148373,Purén,2826,,,,,1,0
148374,Renaico,2826,,,,,1,0
148375,Saavedra,2826,,,,,1,0
148376,Teodoro Schmidt,2826,,,,,1,0
148377,Toltén,2826,,,,,1,0
148378,Chépica,2838,,,,,1,0
148379,Codegua,2838,,,,,1,0
148380,Coltauco,2838,,,,,1,0
148381,Coínco,2838,,,,,1,0
148382,Doñihue,2838,,,,,1,0
148383,La Estrella,2838,,,,,1,0
148384,Las Cabras,2838,,,,,1,0
148385,Litueche,2838,,,,,1,0
148386,Lolol,2838,,,,,1,0
148387,Malloa,2838,,,,,1,0
148388,Marchigüe,2838,,,,,1,0
148389,Mostazal,2838,,,,,1,0
148390,Nancagua,2838,,,,,1,0
148391,Navidad,2838,,,,,1,0
148392,Olivar,2838,,,,,1,0
148393,Palmilla,2838,,,,,1,0
148394,Paredones,2838,,,,,1,0
148395,Peralillo,2838,,,,,1,0
148396,Peumo,2838,,,,,1,0
148397,Pichidegua,2838,,,,,1,0
148398,Pichilemu,2838,,,,,1,0
148399,Placilla,2838,,,,,1,0
148400,Pumanque,2838,,,,,1,0
148401,Quinta de Tilcoco,2838,,,,,1,0
148402,Requínoa,2838,,,,,1,0
148403,San Fernando,2838,,,,,1,0
148404,Cabo de Hornos,2836,,,,,1,0
148405,Laguna Blanca,2836,,,,,1,0
148406,Natales,2836,,,,,1,0
148407,Primavera,2836,,,,,1,0
148408,Río Verde,2836,,,,,1,0
148409,San Gregorio,2836,,,,,1,0
148410,Timaukel,2836,,,,,1,0
148411,Torres del Paine,2836,,,,,1,0
148412,Alto Hospicio,2837,,,,,1,0
148413,Camiña,2837,,,,,1,0
148414,Colchane,2837,,,,,1,0
148415,Huara,2837,,,,,1,0
148416,Pica,2837,,,,,1,0
148417,Pozo Almonte,2837,,,,,1,0
148419,Chillán Viejo,2831,,,,,1,0
148420,Cobquecura,2831,,,,,1,0
148421,Coelemu,2831,,,,,1,0
148422,El Carmen,2831,,,,,1,0
148423,Ninhue,2831,,,,,1,0
148424,Ñiquén,2831,,,,,1,0
148425,Pemuco,2831,,,,,1,0
148426,Pinto,2831,,,,,1,0
148427,Portezuelo,2831,,,,,1,0
148428,Quillón,2831,,,,,1,0
148429,Ránquil,2831,,,,,1,0
148430,San Fabián,2831,,,,,1,0
148431,San Ignacio,2831,,,,,1,0
148432,San Nicolás,2831,,,,,1,0
148433,Treguaco,2831,,,,,1,0
148434,Yungay,2831,,,,,1,0
148435,Chanco,2833,,,,,1,0
148436,Curepto,2833,,,,,1,0
148437,Empedrado,2833,,,,,1,0
148438,Hualañé,2833,,,,,1,0
148439,Licantén,2833,,,,,1,0
148440,Maule,2833,,,,,1,0
148441,Pelarco,2833,,,,,1,0
148442,Pelluhue,2833,,,,,1,0
148443,Pencahue,2833,,,,,1,0
148444,Retiro,2833,,,,,1,0
148445,Romeral,2833,,,,,1,0
148446,Río Claro,2833,,,,,1,0
148447,Sagrada Familia,2833,,,,,1,0
148448,San Rafael,2833,,,,,1,0
148449,Vichuquén,2833,,,,,1,0
148450,Villa Alegre,2833,,,,,1,0
148451,Yerbas Buenas,2833,,,,,1,0
148452,Algarrobo,2830,,,,,1,0
148453,Cabildo,2830,,,,,1,0
148454,Calle Larga,2830,,,,,1,0
148455,Casablanca,2830,,,,,1,0
148456,Catemu,2830,,,,,1,0
148457,Concón,2830,,,,,1,0
148458,El Quisco,2830,,,,,1,0
148459,El Tabo,2830,,,,,1,0
148460,Hijuelas,2830,,,,,1,0
148461,Juan Fernández,2830,,,,,1,0
148462,Santo Domingo,2830,,,,,1,0
148463,La Calera,2830,,,,,1,0
148464,La Cruz,2830,,,,,1,0
148465,Nogales,2830,,,,,1,0
148466,Olmué,2830,,,,,1,0
148467,Panquehue,2830,,,,,1,0
148468,Papudo,2830,,,,,1,0
148469,Petorca,2830,,,,,1,0
148470,Puchuncaví,2830,,,,,1,0
148471,Putaendo,2830,,,,,1,0
148472,Quintero,2830,,,,,1,0
148473,Rinconada,2830,,,,,1,0
148474,San Esteban,2830,,,,,1,0
148475,Santa María,2830,,,,,1,0
148476,Zapallar,2830,,,,,1,0
148477,Cochamó,2835,,,,,1,0
148478,Curaco de Vélez,2835,,,,,1,0
148479,Puyehue,2835,,,,,1,0
148480,Fresia,2835,,,,,1,0
148481,Frutillar,2835,,,,,1,0
148482,Hualaihué,2835,,,,,1,0
148483,Los Muermos,2835,,,,,1,0
148484,Maullín,2835,,,,,1,0
148485,Puerto Octay,2835,,,,,1,0
148486,Puqueldón,2835,,,,,1,0
148487,Queilén,2835,,,,,1,0
148488,Quemchi,2835,,,,,1,0
148489,Quinchao,2835,,,,,1,0
148490,Río Negro,2835,,,,,1,0
148491,San Juan de la Costa,2835,,,,,1,0
148492,San Pablo,2835,,,,,1,0
148493,Futrono,2834,,,,,1,0
148494,Lago Ranco,2834,,,,,1,0
148495,Lanco,2834,,,,,1,0
148496,Los Lagos,2834,,,,,1,0
148497,Mariquina,2834,,,,,1,0
148498,Máfil,2834,,,,,1,0
148499,Paillaco,2834,,,,,1,0
148500,Alhué,2824,,,,,1,0
148501,Calera de Tango,2824,,,,,1,0
148502,Colina,2824,,,,,1,0
148503,Conchalí,2824,,,,,1,0
148504,El Bosque,2824,,,,,1,0
148505,Estación Central,2824,,,,,1,0
148506,Independencia,2824,,,,,1,0
148507,Isla de Maipo,2824,,,,,1,0
148508,La Cisterna,2824,,,,,1,0
148510,La Florida,2824,,,,,1,0
148511,La Granja,2824,,,,,1,0
148512,La Reina,2824,,,,,1,0
148513,Las Condes,2824,,,,,1,0
148514,Lo Barnechea,2824,,,,,1,0
148515,Lo Espejo,2824,,,,,1,0
148516,Macul,2824,,,,,1,0
148517,Maipú,2824,,,,,1,0
148518,María Pinto,2824,,,,,1,0
148519,Padre Hurtado,2824,,,,,1,0
148520,Pedro Aguirre Cerda,2824,,,,,1,0
148521,Peñalolén,2824,,,,,1,0
148522,Pirque,2824,,,,,1,0
148523,Providencia,2824,,,,,1,0
148524,Quilicura,2824,,,,,1,0
148525,Quinta Normal,2824,,,,,1,0
148526,Recoleta,2824,,,,,1,0
148527,Renca,2824,,,,,1,0
148528,San Joaquín,2824,,,,,1,0
148529,San José de Maipo,2824,,,,,1,0
148530,San Miguel,2824,,,,,1,0
148531,San Pedro,2824,,,,,1,0
148532,Tiltil,2824,,,,,1,0
148533,Vitacura,2824,,,,,1,0
148534,Ñuñoa,2824,,,,,1,0
148535,Cerrillos,2824,,,,,1,0
148536,Curacaví,2824,,,,,1,0
148537,Huechuraba,2824,,,,,1,0
148538,Pudahuel,2824,,,,,1,0
148539,San Ramón,2824,,,,,1,0
148540,Cerro Navia,2824,,,,,1,0
148541,Abalama,4926,,,,,1,0
148542,Abonnema,4926,,,,,1,0
148543,Ahoada,4926,,,,,1,0
148544,Bori,4926,,,,,1,0
148545,Buguma,4926,,,,,1,0
148546,Chokocho,4926,,,,,1,0
148547,Elele,4926,,,,,1,0
148548,Obonoma,4926,,,,,1,0
148549,Omoku,4926,,,,,1,0
148550,Onne,4926,,,,,1,0
148551,Opobo,4926,,,,,1,0
148552,Port Harcourt,4926,,,,,1,0
148553,Rumuokoro,4926,,,,,1,0
148554,Bamnet Narong,4954,,,,,1,0
148555,Chaiyaphum,4954,,,,,1,0
148556,Kaeng Khro,4954,,,,,1,0
148557,Kaset Sombun,4954,,,,,1,0
148558,Nakhon Nayok,4954,,,,,1,0
148559,Phu Khiao,4954,,,,,1,0
148560,Al Ubaylah,2856,,,,,1,0
148561,Al-Awamiyah,2856,,,,,1,0
148562,Al-Awjam,2856,,,,,1,0
148563,Al-Mubarraz,2856,,,,,1,0
148564,Ha'il,2856,,,,,1,0
148565,Haradh,2856,,,,,1,0
148568,Nariyah,2856,,,,,1,0
148571,Sayh?t,2856,,,,,1,0
148573,Udhailiyah,2856,,,,,1,0
148574,Uqair,2856,,,,,1,0
148575,Al Thybiyah,2861,,,,,1,0
148577,Buraidah,2861,,,,,1,0
148578,Dukhnah,2861,,,,,1,0
148580,Qiba,2861,,,,,1,0
148582,Jubbah,2855,,,,,1,0
148583,Mawqaq,2855,,,,,1,0
148584,Qufar,2855,,,,,1,0
148585,Simira,2855,,,,,1,0
148586,Nisab,2854,,,,,1,0
148587,Umm Radamah,2854,,,,,1,0
148588,Al Isawiyah,2857,,,,,1,0
148589,Al-Haditha,2857,,,,,1,0
148590,Halat Ammar,2857,,,,,1,0
148591,Tabarjal,2857,,,,,1,0
148594,Al Qahab,2853,,,,,1,0
148596,Ma`riyah,2853,,,,,1,0
148597,Mifa,2853,,,,,1,0
148598,Munayzir,2853,,,,,1,0
148708,Hajrah,2859,,,,,1,0
148745,Abu Radif,2858,,,,,1,0
148746,Ad Dur`iyah,2858,,,,,1,0
148747,Adh Dhagharir,2858,,,,,1,0
148748,Al Badawi,2858,,,,,1,0
148749,Al Hadrur,2858,,,,,1,0
148750,Al Hanashah,2858,,,,,1,0
148751,Al Harani,2858,,,,,1,0
148752,Al Hasamah,2858,,,,,1,0
148753,Al Hijfar,2858,,,,,1,0
148754,Al Jadi,2858,,,,,1,0
148755,Al Jawah,2858,,,,,1,0
148756,Al Jirbah,2858,,,,,1,0
148757,Al Karbus,2858,,,,,1,0
148758,Al Kawahilah,2858,,,,,1,0
148759,Al Khadra' Jizan,2858,,,,,1,0
148760,Al Kharabah Jizan,2858,,,,,1,0
148761,Al Kharadilah,2858,,,,,1,0
148762,Al Khashabiyah,2858,,,,,1,0
148763,Al Khubah,2858,,,,,1,0
148764,Al Kirs,2858,,,,,1,0
148765,Al Luqiyah,2858,,,,,1,0
148766,Al Ma`ayin,2858,,,,,1,0
148767,Al Madaya,2858,,,,,1,0
148768,Al Mali,2858,,,,,1,0
148769,Al Mayasam,2858,,,,,1,0
148770,Al Qa'im,2858,,,,,1,0
148771,Al Quful,2858,,,,,1,0
148772,Al Qurayb,2858,,,,,1,0
148773,Al Quwah,2858,,,,,1,0
148774,Al Wasili,2858,,,,,1,0
148775,Al `Ulayin,2858,,,,,1,0
148776,Al `Usaylah,2858,,,,,1,0
148777,An Najamiyah,2858,,,,,1,0
148778,Ar Rukubah,2858,,,,,1,0
148779,Ash Shuqayq,2858,,,,,1,0
148780,Bakhshat Yamani,2858,,,,,1,0
148781,Ghawiyah,2858,,,,,1,0
148782,Hamayyah,2858,,,,,1,0
148783,Hamdah,2858,,,,,1,0
148784,Juha Saudi Arabia,2858,,,,,1,0
148785,Ka`lul,2858,,,,,1,0
148786,Khabath Sa`id,2858,,,,,1,0
148787,Khalfah,2858,,,,,1,0
148788,Khatib Saudi Arabia,2858,,,,,1,0
148789,Khumsiyah,2858,,,,,1,0
148790,Khushaym,2858,,,,,1,0
148791,Mahatah,2858,,,,,1,0
148792,Malgocta,2858,,,,,1,0
148793,Mukambal,2858,,,,,1,0
148794,Mundaraq,2858,,,,,1,0
148795,Muwassam,2858,,,,,1,0
148796,Qitabir,2858,,,,,1,0
148797,Quwayda',2858,,,,,1,0
148798,Rahwan,2858,,,,,1,0
148799,Rawkhah,2858,,,,,1,0
148800,Sadiliyah,2858,,,,,1,0
148801,Salamah,2858,,,,,1,0
148803,Abyar 'Ali,2851,,,,,1,0
148804,Ab? Shay??nah,2851,,,,,1,0
148805,Ad Dulu`,2851,,,,,1,0
148806,Al Akhal,2851,,,,,1,0
148807,Al Bardiyah,2851,,,,,1,0
148808,Al Biqa',2851,,,,,1,0
148809,Al Bustan,2851,,,,,1,0
148810,Al Faqirah,2851,,,,,1,0
148811,Al Furaysh,2851,,,,,1,0
148813,Al Jabriyah,2851,,,,,1,0
148814,Al Jissah,2851,,,,,1,0
148815,Al Kharma',2851,,,,,1,0
148817,Al Malbanah,2851,,,,,1,0
148818,Al Mufrihat,2851,,,,,1,0
148819,Al Multasa,2851,,,,,1,0
148820,Al Musayjid,2851,,,,,1,0
148822,Al Wuday,2851,,,,,1,0
148823,Al `Awali,2851,,,,,1,0
148824,Al `Uqul,2851,,,,,1,0
148825,Al-Jafr,2851,,,,,1,0
148827,As Sadayir,2851,,,,,1,0
148828,As Safra',2851,,,,,1,0
148829,As Sumariyah,2851,,,,,1,0
148830,As Suwayriqiyah,2851,,,,,1,0
148831,Ash Shufayyah,2851,,,,,1,0
148832,Asira,2851,,,,,1,0
148833,Baq`a',2851,,,,,1,0
148834,Bartiyah,2851,,,,,1,0
148835,Bi'r al Mashi,2851,,,,,1,0
148836,Birkah,2851,,,,,1,0
148839,Far`,2851,,,,,1,0
148840,Fiji,2851,,,,,1,0
148841,Harthiyah,2851,,,,,1,0
148843,Haylat Radi al Baham,2851,,,,,1,0
148844,Husayniyah,2851,,,,,1,0
148845,Jadidah,2851,,,,,1,0
148846,Khayf Fadil,2851,,,,,1,0
148847,Madsus,2851,,,,,1,0
148848,Mahattat al Hafah,2851,,,,,1,0
148849,Maqrah,2851,,,,,1,0
148850,Maqshush,2851,,,,,1,0
148851,Masahili,2851,,,,,1,0
148853,Mawarah,2851,,,,,1,0
148854,Milhah,2851,,,,,1,0
148855,Nujayl,2851,,,,,1,0
148856,Qaba',2851,,,,,1,0
148858,Rayyis,2851,,,,,1,0
148859,Sha`tha',2851,,,,,1,0
148860,Sidi Hamzah,2851,,,,,1,0
148861,Suq Suwayq,2851,,,,,1,0
148862,Suqubiya,2851,,,,,1,0
148863,Suwadah,2851,,,,,1,0
148865,Wasitah,2851,,,,,1,0
148866,`Ajmiyah,2851,,,,,1,0
148867,`Alya',2851,,,,,1,0
148868,`Ushash,2851,,,,,1,0
148869,`Ushayrah,2851,,,,,1,0
148871,Abu Hisani,2850,,,,,1,0
148872,Abu Qirfah,2850,,,,,1,0
148873,Abu Shu`ayb,2850,,,,,1,0
148874,Abu `Urwah,2850,,,,,1,0
148875,Ad Dabbah,2850,,,,,1,0
148876,Ad Dawh,2850,,,,,1,0
148877,Ad Dur,2850,,,,,1,0
148878,Al Adl,2850,,,,,1,0
148879,Al Ashraf,2850,,,,,1,0
148880,Al Balad,2850,,,,,1,0
148881,Al Barabir,2850,,,,,1,0
148882,Al Bi'ar,2850,,,,,1,0
148883,Al Birk,2850,,,,,1,0
148884,Al Buraykah,2850,,,,,1,0
148885,Al Fawwarah,2850,,,,,1,0
148886,Al Faydah,2850,,,,,1,0
148887,Al Fazz,2850,,,,,1,0
148888,Al Gharith,2850,,,,,1,0
148889,Al Ghassalah,2850,,,,,1,0
148890,Al Ghulah,2850,,,,,1,0
148891,Al Halaqah,2850,,,,,1,0
148892,Al Hamimah,2850,,,,,1,0
148893,Al Harra' Makkah,2850,,,,,1,0
148894,Al Hawiyah,2850,,,,,1,0
148895,Al Iskan,2850,,,,,1,0
148896,Al Jadidah,2850,,,,,1,0
148897,Al Jami`ah,2850,,,,,1,0
148898,Al Jid`,2850,,,,,1,0
148899,Al Ju`ranah,2850,,,,,1,0
148900,Al Khadra' Makkah,2850,,,,,1,0
148901,Al Khalas,2850,,,,,1,0
148902,Al Khamrah,2850,,,,,1,0
148903,Al Khaydar,2850,,,,,1,0
148904,Al Khayf,2850,,,,,1,0
148905,Al Khulasah,2850,,,,,1,0
148906,Al Kidwah,2850,,,,,1,0
148907,Al Kura`,2850,,,,,1,0
148908,Al Ma`rash,2850,,,,,1,0
148909,Al Madiq Makkah,2850,,,,,1,0
148910,Al Maghal,2850,,,,,1,0
148911,Al Mahjar,2850,,,,,1,0
148913,Al Maqrah,2850,,,,,1,0
148914,Al Masarrah,2850,,,,,1,0
148915,Al Masfalah,2850,,,,,1,0
148916,Al Mashayikh,2850,,,,,1,0
148917,Al Mathnah,2850,,,,,1,0
148918,Al Mubarak,2850,,,,,1,0
148919,Al Mudawwarah,2850,,,,,1,0
148920,Al Mulayha',2850,,,,,1,0
148921,Al Mundassah,2850,,,,,1,0
148922,Al Muqayti`,2850,,,,,1,0
148923,Al Muqr,2850,,,,,1,0
148924,Al Qadimah,2850,,,,,1,0
148926,Al Qararah,2850,,,,,1,0
148927,Al Qaryat,2850,,,,,1,0
148928,Al Qawba`iyah,2850,,,,,1,0
148929,Al Qirshan,2850,,,,,1,0
148930,Al Qu`tubah,2850,,,,,1,0
148931,Al Qufayf,2850,,,,,1,0
148932,Al Qushashiyah,2850,,,,,1,0
148933,Al Ukhaydir,2850,,,,,1,0
148934,Al Waht,2850,,,,,1,0
148935,Al ?b?r,2850,,,,,1,0
148936,Ar Rabwah as Sufla,2850,,,,,1,0
148937,Ar Rafah,2850,,,,,1,0
148938,Ar Rawdah ash Shamaliyah,2850,,,,,1,0
148939,Ar Rudaymah,2850,,,,,1,0
148940,Arya`,2850,,,,,1,0
148941,As Sadr,2850,,,,,1,0
148942,As Samd ash Shamali,2850,,,,,1,0
148943,As Sayl al Kabir,2850,,,,,1,0
148944,As Sayl as Saghir,2850,,,,,1,0
148945,As Sifyani,2850,,,,,1,0
148946,As Sudayrah Makkah,2850,,,,,1,0
148947,As Suwadah,2850,,,,,1,0
148948,Ash Shajwah,2850,,,,,1,0
148949,Ash Shamiyah,2850,,,,,1,0
148950,Ash Shara'i`,2850,,,,,1,0
148951,Ash Shaybi,2850,,,,,1,0
148952,Ash Shi`b,2850,,,,,1,0
148953,Ash Shishah,2850,,,,,1,0
148954,Ash Shumaysi,2850,,,,,1,0
148955,Ash Shuwaybit,2850,,,,,1,0
148956,At Tan`im,2850,,,,,1,0
148957,At Tarfa',2850,,,,,1,0
148958,At Turqi,2850,,,,,1,0
148959,Az Zaymah,2850,,,,,1,0
148960,Az Zilal,2850,,,,,1,0
148961,Az Zughbah,2850,,,,,1,0
148962,Az Zurra`,2850,,,,,1,0
148963,Az Zuwayb,2850,,,,,1,0
148964,Bahrat al Qadimah,2850,,,,,1,0
148965,Bahwil,2850,,,,,1,0
148966,Baranah,2850,,,,,1,0
148967,Barzah,2850,,,,,1,0
148968,Bashm,2850,,,,,1,0
148969,Buraykah,2850,,,,,1,0
148970,Burayman,2850,,,,,1,0
148971,CITY GHRAN,2850,,,,,1,0
148972,Dabyah,2850,,,,,1,0
148973,Dahaban,2850,,,,,1,0
148974,Dughaybjah,2850,,,,,1,0
148975,Fayd,2850,,,,,1,0
148976,Hadda',2850,,,,,1,0
148977,Haddat ash Sham,2850,,,,,1,0
148978,Hadhah,2850,,,,,1,0
148979,Hajur,2850,,,,,1,0
148980,Halamah,2850,,,,,1,0
148981,Husnah,2850,,,,,1,0
148982,Jarwal,2850,,,,,1,0
148983,Julayyil,2850,,,,,1,0
148985,Khumrah,2850,,,,,1,0
148986,Kulakh,2850,,,,,1,0
148988,Madrakah,2850,,,,,1,0
148989,Mafruq,2850,,,,,1,0
148990,Malakan,2850,,,,,1,0
148991,Mashajji,2850,,,,,1,0
148992,Masihat Mahd al Hayl,2850,,,,,1,0
148993,Maskar,2850,,,,,1,0
148994,Matiyah,2850,,,,,1,0
148996,Mina,2850,,,,,1,0
148998,Murshidiyah,2850,,,,,1,0
148999,Mushrif,2850,,,,,1,0
149000,Nughayshiyah,2850,,,,,1,0
149001,Nuzlat al Faqin,2850,,,,,1,0
149002,Qiya,2850,,,,,1,0
149003,Quwayzah,2850,,,,,1,0
149004,Rabwah Ghran,2850,,,,,1,0
149005,Raqiyah,2850,,,,,1,0
149006,Sabuhah,2850,,,,,1,0
149007,Shi`b `amir,2850,,,,,1,0
149008,Shira`ayn,2850,,,,,1,0
149009,Sulaym,2850,,,,,1,0
149010,Sumaymah,2850,,,,,1,0
149011,Suways,2850,,,,,1,0
149013,Tharwah,2850,,,,,1,0
149014,Thuwal,2850,,,,,1,0
149015,Usfan,2850,,,,,1,0
149016,Wadi al Jalil,2850,,,,,1,0
149017,Al Bir,2849,,,,,1,0
149018,Al Hair,2849,,,,,1,0
149019,Al Jurayfah,2849,,,,,1,0
