id,rating_id,rating,review,doc,link,is_deleted,status,create_date,modify_date
210,294,5,this is new,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-03-30 14:21:34,
211,294,5,this is new test,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://www.wapi/recommend,0,1,2026-03-30 14:46:28,
212,295,3,test11,"[\""uploads\/document\/dea028c4bfb993ad92ec74dc7ea206e2ef2a28d03a1eda2f7592e30b1c080472.webp\"",\""uploads\/document\/c398a3e1c423cc2ddf88b8394a84b105627ef3d34097b29b3c4b864c0710cdc3.pdf\"",\""uploads\/document\/3414e4b8f4fc790f24b8f0a97599797c127c4396f377dbd3dd78385422c887ed.jpeg\""]",https://collarcheckbeta.com/dashboard/company/reviews/19,0,1,2026-03-30 14:52:21,
213,296,0,fssf,,,0,1,2026-03-30 15:41:42,2026-03-30 15:41:42
214,298,4,evening,"[\""uploads\/document\/5d81ad74db36cd89eb95445141480bd729079858a8725a9f576336a89a545f86.jpg\"",\""uploads\/document\/3414e4b8f4fc790f24b8f0a97599797c127c4396f377dbd3dd78385422c887ed.jpeg\""]",https://collarcheckbeta.com/dashboard/company/reviews/19,0,1,2026-03-30 17:51:58,
215,296,4,fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf fssf,,,0,1,2026-03-30 18:22:44,
216,299,0,Testing frontend developer position ssss,,,0,1,2026-03-31 11:05:30,2026-03-31 11:05:30
217,314,0,Heyyy,,,0,1,2026-03-31 11:42:54,2026-03-31 11:42:54
218,107,4,test review,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,0,1,2026-03-31 15:24:51,
219,321,0,Review for testing,,,0,1,2026-04-01 16:20:06,2026-04-01 16:20:06
220,322,0,Review for testing,,,0,1,2026-04-01 16:21:52,2026-04-01 16:21:52
221,322,0,Review for testing,,,0,1,2026-04-01 16:23:40,2026-04-01 16:23:40
222,322,0,Review for testing,,,0,1,2026-04-01 16:28:09,2026-04-01 16:28:09
223,322,0,Review for testing,,,0,1,2026-04-01 16:45:59,2026-04-01 16:45:59
224,317,0,New Rating 1,,,0,1,2026-04-01 18:39:43,2026-04-01 18:39:43
225,309,0,Heyyy,,,0,1,2026-04-01 18:40:19,2026-04-01 18:40:19
226,322,0,Review for testing khushboo,,,0,1,2026-04-01 18:41:50,2026-04-01 18:41:50
227,322,0,Review for testing khushboo12,,,0,1,2026-04-01 18:42:33,2026-04-01 18:42:33
228,322,0,Review for testing khushboo12,,,0,1,2026-04-01 18:43:06,2026-04-01 18:43:06
229,322,0,Review for testing khushboo12345456,,,0,1,2026-04-01 18:43:57,2026-04-01 18:43:57
230,309,0,Heyyy,,,0,1,2026-04-01 18:44:15,2026-04-01 18:44:15
231,309,0,Heyyy,,,0,1,2026-04-01 18:44:50,2026-04-01 18:44:50
232,310,0,Heyyy good review,,,0,1,2026-04-01 18:45:15,2026-04-01 18:45:15
233,310,0,Heyyy good review,,,0,1,2026-04-01 18:46:01,2026-04-01 18:46:01
234,322,0,Review for testing khushboo12345456,,,0,1,2026-04-01 18:47:20,2026-04-01 18:47:20
235,322,0,Review for testing khushboo12345456,,,0,1,2026-04-01 18:48:30,2026-04-01 18:48:30
236,322,0,Review for testing khushboo,,,0,1,2026-04-01 18:49:58,2026-04-01 18:49:58
237,322,0,Review for testing khushboo,,,0,1,2026-04-01 18:53:39,2026-04-01 18:53:39
238,323,0,Yash 3,,,0,1,2026-04-01 18:53:44,2026-04-01 18:53:44
239,322,0,Review for testing khushboo,,,0,1,2026-04-01 18:54:09,2026-04-01 18:54:09
240,323,0,Yash 3,,,0,1,2026-04-01 18:54:57,2026-04-01 18:54:57
241,322,0,Yash 3,,,0,1,2026-04-02 11:30:56,2026-04-02 11:30:56
242,322,0,Yash 4,,,0,1,2026-04-02 11:33:46,2026-04-02 11:33:46
243,322,0,Yash 4,,,0,1,2026-04-02 11:34:11,2026-04-02 11:34:11
244,322,0,Yash 4,,,0,1,2026-04-02 11:35:28,2026-04-02 11:35:28
245,325,4,She was good employee,[],,0,1,2026-04-02 13:08:59,2026-04-02 13:08:59
246,326,3,He is good employee,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,0,1,2026-04-02 13:10:25,2026-04-02 13:10:25
247,327,4,He was Mastermind and handled the team very smoothly,"[\""uploads\/document\/fd6b91ef16cfbcfe0b2903fa6d3a0bad579fe3df462ae289feab4b8af2dc3fe5.pdf\""]",,0,1,2026-04-02 13:14:56,2026-04-02 13:14:56
248,328,4,You are very talented and will be remembered forever,[],,0,1,2026-04-02 13:16:07,2026-04-02 13:16:07
249,329,3,25,[],,0,1,2026-04-02 13:18:04,2026-04-02 13:18:04
250,330,4,Good employee,[],,0,1,2026-04-02 13:21:21,2026-04-02 13:21:21
251,331,4,hjvg,[],,0,1,2026-04-02 13:31:07,2026-04-02 13:31:07
252,331,4,hjvgvhjbhbv ,,,0,1,2026-04-02 13:32:50,
253,332,4,ctfu  c ,[],,0,1,2026-04-02 13:34:04,2026-04-02 13:34:04
254,333,5,we fear,[],,0,1,2026-04-02 13:38:27,2026-04-02 13:38:27
255,334,5,whfjewhf,[],,0,1,2026-04-02 14:28:10,2026-04-02 14:28:10
256,319,0,Yash Testing,,,0,1,2026-04-02 15:05:37,2026-04-02 15:05:37
257,335,5,test,[],,0,1,2026-04-02 15:09:54,2026-04-02 15:09:54
258,319,0,Yash Testing,,,0,1,2026-04-02 15:10:46,2026-04-02 15:10:46
259,319,0,Yash Testing,,,0,1,2026-04-02 15:11:35,2026-04-02 15:11:35
260,318,0,Yash New Testing,,,0,1,2026-04-02 15:22:28,2026-04-02 15:22:28
261,336,0,Testing 1,,,0,1,2026-04-02 15:33:28,2026-04-02 15:33:28
276,337,4,this isn only for testing,[],,0,1,2026-04-02 15:49:30,2026-04-02 15:49:30
277,316,0,Testing review new 4,,,0,1,2026-04-02 15:49:49,2026-04-02 15:49:49
278,316,0,Testing review new 4,,,0,1,2026-04-02 16:01:20,2026-04-02 16:01:20
279,336,0,Testing 1,,,0,1,2026-04-02 16:01:52,2026-04-02 16:01:52
280,324,5,hi mrming check my review,,,0,1,2026-04-02 16:02:16,
281,315,0,Testing review new 4,,,0,1,2026-04-02 16:03:01,2026-04-02 16:03:00
282,338,0,New,,,0,1,2026-04-02 16:05:02,2026-04-02 16:05:02
283,339,0,uyfigcguciyiuguuil,,,0,1,2026-04-02 18:05:45,2026-04-02 18:05:45
284,341,3,he is a good employee ,[],,0,1,2026-04-04 12:22:23,2026-04-04 12:22:23
285,149,4,"Testing is an essential component of quality assurance (QA) that guarantees software reliability, functionality, and optimal performance. Consistent and thorough QA testing helps to detect and resolve bugs early, minimizing risks and enhancing user experience. Key aspects include:\n\n- Automated and manual testing to cover diverse scenarios\n- Continuous integration of testing in development cycles\n- Detailed reporting to track issues and improvements\n\nTesting is a crucial part of quality assurance (QA) to ensure software reliability and performance. Repeated QA tests help identify bugs an  QA",,,0,1,2026-04-06 17:01:15,
343,401,2,Review from company . your work is so good,[],,0,1,2026-04-16 17:17:27,2026-04-16 17:17:27
344,402,2,Review from company . your work is so good,[],,0,1,2026-04-16 17:17:32,2026-04-16 17:17:32
345,404,0,"With over 7 years of experience in both automation and manual testing, I have effectively collaborated with developers to identify and resolve issues. My background includes designing test cases, executing comprehensive test plans, and ensuring high-quality software delivery through meticulous debugging and communication. This combination of skills has consistently contributed to improving product reliability and performance.",,,0,1,2026-04-17 17:35:18,2026-04-17 17:35:18
346,406,0,,,,0,1,2026-04-17 17:37:16,2026-04-17 17:37:16
347,407,0,"He demonstrates strong team management skills and effectively collaborates with developers to identify and resolve software defects. His proactive approach ensures timely detection and correction of issues, contributing to the overall quality of the application. Additionally, his clear communication fosters a productive working environment, making him a valuable asset to the team. Continued focus on expanding technical knowledge could further enhance his contributions. Overall, he reliably supports both team dynamics and software quality improvement.",,,0,1,2026-04-17 17:40:05,2026-04-17 17:40:05
348,408,0,I am  working on PHP,,,0,1,2026-04-20 11:09:40,2026-04-20 11:09:40
349,313,0,Testing review new 44,,,0,1,2026-04-20 11:11:07,2026-04-20 11:11:07
350,409,0,,,,0,1,2026-04-20 11:21:24,2026-04-20 11:21:24
351,340,5,His performance was excellent,,,0,1,2026-04-21 11:28:13,
352,387,0,,,,0,1,2026-04-21 17:52:34,2026-04-21 17:52:34
353,290,0,testsser,,,0,1,2026-04-21 18:02:47,2026-04-21 18:02:47
354,412,0,test,,,0,1,2026-04-21 18:03:46,2026-04-21 18:03:46
355,413,3,fgasdg,[],dfadf,0,1,2026-04-22 11:30:42,2026-04-22 11:30:42
356,353,0,gf  srt,,,0,1,2026-04-22 12:00:11,2026-04-22 12:00:11
357,414,0,,,,0,1,2026-04-22 12:29:00,2026-04-22 12:29:00
358,415,3,ga ag asdf gd adf adf adfa ds,[],,0,1,2026-04-22 12:56:01,2026-04-22 12:56:01
359,416,0,,,,0,1,2026-04-22 13:13:09,2026-04-22 13:13:09
360,287,0,test,,,0,1,2026-04-22 17:26:56,2026-04-22 17:26:56
361,417,0,,,,0,1,2026-04-22 19:06:26,2026-04-22 19:06:26
362,418,0,,,,0,1,2026-04-22 19:07:07,2026-04-22 19:07:07
363,419,0,,,,0,1,2026-04-22 19:12:22,2026-04-22 19:12:22
364,420,0,,,,0,1,2026-04-22 19:13:57,2026-04-22 19:13:57
365,421,0,,,,0,1,2026-04-23 12:06:36,2026-04-23 12:06:36
366,422,0,,,,0,1,2026-04-23 12:07:38,2026-04-23 12:07:38
367,423,0,test 24,,,0,1,2026-04-24 13:01:57,2026-04-24 13:01:57
368,431,0,See,,,0,1,2026-04-27 17:25:59,2026-04-27 17:25:59
369,433,0,Nice,,,0,1,2026-04-27 17:29:03,2026-04-27 17:29:03
370,435,0,can we add without rating,,,0,1,2026-04-27 17:31:12,2026-04-27 17:31:12
371,441,0,Nice Employee,,,0,1,2026-04-27 18:14:15,2026-04-27 18:14:15
372,449,0,It appears that the provided text is unintelligible and does not contain coherent information to review. Please provide a clear and detailed description or content so I can generate a professional and balanced review for you.,,,0,1,2026-05-02 10:41:20,2026-05-02 10:41:20
373,457,0,dsas,,,0,1,2026-05-05 11:31:02,2026-05-05 11:31:02
374,458,0,sadd dgs gwe,,,0,1,2026-05-05 11:32:25,2026-05-05 11:32:25
375,448,5,this is only for testing,,,0,1,2026-05-06 16:05:29,
376,291,5,this is for testing,,,0,1,2026-05-06 17:11:19,
377,466,0,,,,0,1,2026-05-13 17:04:17,2026-05-13 17:04:17
378,467,5, fg asfg sdgf sgf sdg sd,[],,0,1,2026-05-14 12:09:16,2026-05-14 12:09:16
379,468,5, ADF ADSF ADS ADSF AFD ,[],,0,1,2026-05-14 12:09:57,2026-05-14 12:09:57
380,469,5,fgsfgzdfgshfgjdfgxxnxcn dfhs dhsgf dgfxhs sdfhgdfgh,[],,0,1,2026-05-14 12:27:07,2026-05-14 12:27:07
381,470,4,fujfherj,[],,0,1,2026-05-15 12:57:23,2026-05-15 12:57:23
382,471,4,rgregt45g4tg,[],,0,1,2026-05-15 12:57:39,2026-05-15 12:57:39
383,472,4,gooid,"[\""uploads\/document\/da1c50bd17c8401329064e993c2be2555dd545fa06db9fef3c2f700a9e82c1ee.jpg\""]",http://localhost:3001/dashboard/company/employees,0,1,2026-05-18 12:01:55,2026-05-18 12:01:55
384,473,2,not gooid,[],,0,1,2026-05-18 12:04:34,2026-05-18 12:04:34
385,474,4,cutie,[],,0,1,2026-05-18 12:06:00,2026-05-18 12:06:00
386,475,0,,,,0,1,2026-05-18 12:19:58,2026-05-18 12:19:58
387,476,4,heyyy,[],,0,1,2026-05-18 12:24:16,2026-05-18 12:24:16
388,447,0,gfdgfd,,,0,1,2026-05-18 13:28:27,2026-05-18 13:28:27
389,446,0,,,,0,1,2026-05-18 13:28:57,2026-05-18 13:28:57
390,477,0,haha,,,0,1,2026-05-18 13:35:45,2026-05-18 13:35:45
391,478,0,,,,0,1,2026-05-18 13:36:10,2026-05-18 13:36:10
392,460,0,dummy review for check redirection,,,0,1,2026-05-18 23:50:30,2026-05-18 23:50:30
393,491,0,test,,,0,1,2026-05-22 16:33:09,2026-05-22 16:33:09
394,492,0,fsfssf,,,0,1,2026-05-25 15:10:06,2026-05-25 15:10:06
395,493,0,fsfssf,,,0,1,2026-05-25 15:10:20,2026-05-25 15:10:20
396,494,0,,,,0,1,2026-05-25 15:11:10,2026-05-25 15:11:10
397,495,0,,,,0,1,2026-05-25 15:12:10,2026-05-25 15:12:10
398,496,3,"A highly motivated professional with expertise in HTML5, CSS3, JavaScript, React.js, and Flutter development. Experienced in methodologies like Waterfall and skilled with tools such as Rational DOORS and exercise generation. Known for strong communication and problem-solving abilities, combined with a positive attitude and adaptability. Committed to delivering consistent, quality results while maintaining professionalism in all endeavors.",[],,0,1,2026-05-25 15:34:16,2026-05-25 15:34:16
399,497,5,"A highly motivated and skilled candidate with strong communication, problem-solving abilities, and a positive attitude. Demonstrates professionalism, adaptability, and the capability to deliver quality work consistently.",[],,0,1,2026-05-25 15:35:00,2026-05-25 15:35:00
400,498,0,fsss,,,0,1,2026-05-25 17:45:19,2026-05-25 17:45:19
401,499,0,,,,0,1,2026-05-25 18:00:34,2026-05-25 18:00:34
402,500,0,out standing,,,0,1,2026-05-26 18:21:56,2026-05-26 18:21:56
403,501,0,excellent work,,,0,1,2026-05-27 14:42:10,2026-05-27 14:42:10
404,502,0,fdafsaa,,,0,1,2026-05-27 14:43:54,2026-05-27 14:43:54
405,445,0,ssgsgsgs,,,0,1,2026-05-27 14:45:53,2026-05-27 14:45:53
406,445,0,,,,0,1,2026-05-27 14:46:57,2026-05-27 14:46:57
407,503,0,hey bewq,,,0,1,2026-05-27 14:47:08,2026-05-27 14:47:08
408,503,0,hey bewq,,,0,1,2026-05-27 14:47:26,2026-05-27 14:47:26
409,507,0,,,,0,1,2026-05-30 15:18:04,2026-05-30 15:18:04
410,465,0,test,,,0,1,2026-06-01 11:46:11,2026-06-01 11:46:11
411,509,0,amazing experience 1,,,0,1,2026-06-01 12:13:06,2026-06-01 12:13:06
412,459,0,fhf,,,0,1,2026-06-03 11:10:45,2026-06-03 11:10:45
413,143,0,review test,,,0,1,2026-06-03 11:11:13,2026-06-03 11:11:13
414,519,0,test,,,0,1,2026-06-04 11:30:05,2026-06-04 11:30:05
415,518,0,Seems nice developer,,,0,1,2026-06-04 17:48:42,2026-06-04 17:48:42
416,516,0,good skills and behaviour,,,0,1,2026-06-04 17:48:59,2026-06-04 17:48:59
417,517,0,Good android developer,,,0,1,2026-06-04 17:49:06,2026-06-04 17:49:06
418,529,5,test,[],,0,1,2026-06-05 16:57:51,2026-06-05 16:57:51
419,531,0,"The employee demonstrated strong skills in Manual, API, Database, and Automation Testing. They consistently ensured product quality through effective test execution, defect identification, and validation of application functionality. Their contributions to automation improved testing efficiency and coverage. They collaborated well with team members, showed strong analytical abilities, and delivered quality results within timelines. Overall, they performed well and made a positive impact on project success.",,,0,1,2026-06-06 13:43:47,2026-06-06 13:43:47
420,532,0,,,,0,1,2026-06-08 01:46:22,2026-06-08 01:46:22
421,533,4,Good employee,[],,0,1,2026-06-08 01:46:57,2026-06-08 01:46:57
422,534,0,test review,,,0,1,2026-06-08 11:38:24,2026-06-08 11:38:24
423,535,0,I am a good programmer,,,0,1,2026-06-08 13:05:38,2026-06-08 13:05:38
424,536,0,She is a hard working,,,0,1,2026-06-08 13:11:34,2026-06-08 13:11:34
425,537,0,She is a good working employee,,,0,1,2026-06-08 13:18:41,2026-06-08 13:18:41
426,538,0,Sales expect,,,0,1,2026-06-08 13:47:04,2026-06-08 13:47:04
427,542,0,Star performance of the year 2025,,,0,1,2026-06-08 15:16:15,2026-06-08 15:16:15
428,542,0,Star performance of the year 2026,,,0,1,2026-06-08 15:16:53,2026-06-08 15:16:53
429,553,0,test,,,0,1,2026-06-10 14:53:56,2026-06-10 14:53:56
430,554,0,,,,0,1,2026-06-10 15:22:38,2026-06-10 15:22:38
431,555,4,"He is a dedicated employee known for his eagerness to understand whether websites are functioning properly. With a strong focus on ensuring smooth website operations, he consistently seeks to identify and address any issues. Skilled in Microsoft Excel, he applies his knowledge to support his work effectively. His commitment and proactive approach make him a reliable and valuable team member.",[],,0,1,2026-06-10 15:42:25,2026-06-10 15:42:25
432,523,0,dummy review,,,0,1,2026-06-10 16:59:39,2026-06-10 16:59:39
433,523,0,dummy review  dg sfdh,,,0,1,2026-06-10 17:05:44,2026-06-10 17:05:44
434,523,0,dummy review  dg sfdh,,,0,1,2026-06-10 17:07:04,2026-06-10 17:07:04
435,563,0,,,,0,1,2026-06-11 13:41:53,2026-06-11 13:41:53
436,562,0,,,,0,1,2026-06-11 13:42:00,2026-06-11 13:42:00
437,561,0,,,,0,1,2026-06-11 13:42:08,2026-06-11 13:42:08
438,549,0,abc review legal,,,0,1,2026-06-11 16:32:33,2026-06-11 16:32:33
439,549,0,abc review legal hello,,,0,1,2026-06-11 16:43:00,2026-06-11 16:43:00
440,560,0,Shelter review accept first time,,,0,1,2026-06-11 16:51:31,2026-06-11 16:51:31
441,560,0,"Shelter review accept first time, this is second approval after edit",,,0,1,2026-06-11 16:52:25,2026-06-11 16:52:25
442,564,0,good review edited APPROVED 1ST,,,0,1,2026-06-11 17:11:37,2026-06-11 17:11:37
443,564,0,good review edited APPROVED 1ST 2ND APPROVED,,,0,1,2026-06-11 17:12:19,2026-06-11 17:12:19
