id,experience,company,rating,review,doc,link,added_by,status,approved,expiry,show_review,is_deleted,show_home,create_date,modify_date
149,3705,39072,4,Here’s an extended and rewritten version of your text with bullet points:\n\nTesting is a crucial part of quality assurance (QA) to ensure software reliability and performance. Repeated QA tests help identify bugs an  QA,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,0,1,1,2026-04-09 17:01:15,0,0,0,2026-04-06 17:01:15,2026-04-06 17:01:15
150,3741,5,4,"hello, how are you",,,0,1,1,,,0,0,2026-02-13 18:56:46,2026-02-13 18:56:46
151,3757,1485,4,hello this is rating fore blinkit,,,0,1,0,,,0,0,2026-02-14 10:55:16,2026-02-14 10:55:16
152,3757,1485,3,this is for testing,,,0,1,0,,,0,0,2026-02-14 10:55:57,2026-02-14 10:55:57
153,3741,5,4,helo this is for narula rating,,,0,1,0,,,0,0,2026-02-14 10:57:16,2026-02-14 10:57:16
154,3741,5,2,this is for testing,,,0,1,1,,,0,0,2026-02-14 11:33:51,2026-02-14 11:33:51
155,3757,1485,3,this is for testing only,,,0,1,0,,,0,0,2026-02-14 11:34:29,2026-02-14 11:34:29
156,3741,5,4,hello I am flutter developer with 4 nyeares experience of developing cross-platform mobile application for Android and iOS,,,0,1,1,,,0,0,2026-02-14 16:03:52,2026-02-14 16:03:52
157,3741,20288,4,hi,,,0,1,0,,,0,0,2026-02-19 14:42:32,2026-02-19 14:42:32
158,3696,39072,3,sdada,,,0,1,1,2026-04-02 12:31:36,0,0,0,2026-03-30 12:31:36,2026-03-30 12:43:31
159,3696,39072,4,gfdgdg,,https://google.com,0,1,1,2026-04-02 12:30:13,0,0,0,2026-03-30 12:30:13,2026-03-30 12:43:06
160,3705,39072,5,Excellent,,,0,1,1,2026-03-27 17:17:53,0,0,0,2026-03-24 17:17:53,2026-03-24 17:20:05
161,3777,38941,5,test,,,0,1,1,2026-03-27 11:57:49,0,0,0,2026-03-24 11:57:49,2026-03-24 11:57:49
162,3753,19,3,edfg,[],,1,1,1,2026-02-24 15:07:44,0,0,0,2026-02-21 15:07:44,2026-02-21 15:07:44
163,3741,20288,4,this is for testing p[urose,"[\""uploads\/document\/211cde9ec06aa5f1fbe5cf3dc902268101a7bc29fa37afc4ea66510049010afc.pdf\""]",,0,1,0,,,0,0,2026-02-21 16:50:32,2026-02-21 16:50:32
164,3741,20288,4,today review,"[\""uploads\/document\/211cde9ec06aa5f1fbe5cf3dc902268101a7bc29fa37afc4ea66510049010afc.pdf\""]",,0,1,0,,,0,0,2026-02-23 14:19:07,2026-02-23 14:19:07
165,3804,38985,5,good work,[],,1,1,1,2026-02-28 16:45:01,0,0,0,2026-02-25 16:45:01,2026-02-25 16:45:01
166,3810,39305,5,There are employees who complete tasks and then there’s Punch who carries responsibility like it’s his own. We never had to question his intent or his effort. He earned our trust every single day.,[],,1,1,1,2026-02-28 19:19:16,0,0,0,2026-02-25 19:19:16,2026-02-25 19:19:16
167,3822,38941,5,Very Professional,,,0,1,1,2026-03-06 12:29:38,0,0,0,2026-03-03 12:29:38,2026-03-03 12:29:38
168,3825,39256,5,test review,,,0,1,1,2026-03-08 16:53:07,0,0,0,2026-03-05 16:53:07,2026-03-05 16:53:07
169,3826,39256,4, gf g asd asdgf agf ,[],,1,1,1,2026-03-08 16:55:22,0,0,0,2026-03-05 16:55:22,2026-03-05 16:55:22
170,3825,39314,4,dummy review,[],,1,1,1,2026-03-09 17:41:25,0,0,0,2026-03-06 17:41:25,2026-03-06 17:41:25
171,3695,39072,5,Cool,,,0,1,2,,,0,0,2026-03-09 13:40:46,2026-03-09 13:40:46
172,3850,39340,5,REVIEW REQUEST,,,0,1,0,,,0,0,2026-03-11 11:05:41,2026-03-11 11:05:41
173,3851,39340,4,good work flow ,[],,1,1,1,2026-03-14 11:07:43,0,0,0,2026-03-11 11:07:43,2026-03-11 11:07:43
174,3852,39340,5,very professional ux developer,,,0,1,0,,,0,0,2026-03-11 11:53:34,2026-03-11 11:53:34
175,3852,39340,5,good work ,"[\""uploads\/document\/9d3a165f3c519772b00e4097502f64c76b4438f26483cee6078d046610d8c52f.pdf\""]",https://collarcheck-v3.vercel.app/,1,1,1,2026-03-14 11:56:19,0,0,1,2026-03-11 11:56:19,2026-03-11 11:56:19
176,3854,0,3,goood work flow .....,,https://collarcheck-v3.vercel.app/,0,1,0,,,0,0,2026-03-11 13:27:21,2026-03-11 13:27:21
177,3764,38941,4,fffsfsfsfsf fsfsf,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",fsfsffsf ,1,1,1,2026-03-14 15:07:44,0,0,0,2026-03-11 15:07:44,2026-03-11 15:07:44
178,3764,38941,4,fssfs sfsfsfs,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",https://www.collarcheck.com/login,1,1,1,2026-03-14 15:08:37,0,0,0,2026-03-11 15:08:37,2026-03-11 15:08:37
179,3764,639,4,"An excellent employee who demonstrates strong work ethic and dedication. Consistently shows reliability and a positive attitude towards tasks. Their hardworking nature contributes significantly to team success. With continued growth and experience, they have great potential for further responsibilities. Overall, a valuable asset to the organization.",[],,1,1,1,2026-03-14 15:13:12,0,0,0,2026-03-11 15:13:12,2026-03-11 15:13:12
180,3769,639,3,"With a strong foundation shared with VS Code, Cursor IDE offers seamless compatibility with nearly all VS Code themes, empowering users to tailor their coding environment to personal preferences. Understanding that the ideal theme varies by individual—based on factors like color palette, contrast, and eye strain—Cursor enables a customizable, comfortable development experience. Backed by expertise in HTML5, CSS3, JavaScript, React.js, Flutter, and agile methodologies, we prioritize versatile tools that enhance productivity and user comfort across diverse projects.",[],,1,1,1,2026-03-14 15:33:44,0,0,0,2026-03-11 15:33:44,2026-03-11 15:33:44
181,3775,639,3,sfaa,[],,1,1,1,2026-03-14 15:50:50,0,0,0,2026-03-11 15:50:50,2026-03-11 15:50:50
182,3809,39256,5,this is only for testing,,,0,1,0,,,0,0,2026-03-12 11:18:31,2026-03-12 11:18:31
183,3809,39256,5,assistant testing,,,0,1,0,,,0,0,2026-03-12 11:20:19,2026-03-12 11:20:19
184,3809,39256,4,hello,,,0,1,0,,,0,0,2026-03-12 11:21:02,2026-03-12 11:21:02
185,3809,39256,5,this is testing for assistant manager,,,0,1,0,,,0,0,2026-03-12 11:54:38,2026-03-12 11:54:38
186,3809,39256,5,testing,,,0,1,0,,,0,0,2026-03-12 11:59:07,2026-03-12 11:59:07
187,3809,39256,5,this is testing for assistant manager,,,0,1,0,,,0,0,2026-03-12 12:03:21,2026-03-12 12:03:21
188,3809,39256,5,hello,,,0,1,0,,,0,0,2026-03-12 12:14:24,2026-03-12 12:14:24
189,3809,39256,5,claim administer,,,0,1,0,,,0,0,2026-03-12 12:17:05,2026-03-12 12:17:05
190,3809,39256,4,softsrware,,,0,1,2,,,0,0,2026-03-12 12:18:53,2026-03-12 12:18:53
191,3852,39340,3,add review for gaurav company,,,0,1,0,,,0,0,2026-03-12 12:23:00,2026-03-12 12:23:00
192,3837,39256,4,review for report analitics,,,0,1,2,,,0,0,2026-03-12 12:24:02,2026-03-12 12:24:02
193,3837,39256,4,review for production officier,,,0,1,1,2026-03-27 12:43:24,0,0,0,2026-03-24 12:43:24,2026-03-24 18:45:32
194,3842,39256,3,review for camera assistance,,,0,1,2,,,0,0,2026-03-12 13:02:38,2026-03-12 13:02:38
195,3842,39256,4,this is second review for camera assistance,,,0,1,2,,,0,0,2026-03-12 13:03:36,2026-03-12 13:03:36
196,3842,39256,5,review for sales manager Europe joined date 5th march,,,0,1,1,2026-03-22 15:21:40,0,0,0,2026-03-19 15:21:40,2026-03-19 15:21:40
197,3842,39256,4,review for sales manager Europe joining date 28th dec,,,0,1,1,2026-03-22 15:20:02,0,0,0,2026-03-19 15:20:02,2026-03-19 15:20:02
198,3822,38941,4,fhttp://localhost:3001/dashboard/company/employments?tab=1http://localhost:3001/dashboard/company/employments?tab=1http://localhost:3001/dashboard/company/employments?tab=1,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",,1,1,1,2026-03-15 15:50:44,0,0,0,2026-03-12 15:50:44,2026-03-12 15:50:44
199,3822,38941,4,dadddaad,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",http://localhost:3001/dashboard/company/employments?tab=1,1,1,1,2026-03-15 15:50:54,0,0,0,2026-03-12 15:50:54,2026-03-12 15:50:54
200,3822,38941,4,fofl ,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",fsfsfsf,1,1,1,2026-03-15 16:14:42,0,0,0,2026-03-12 16:14:42,2026-03-12 16:14:42
201,3844,39256,4,good,[],,1,1,1,2026-03-16 15:32:24,0,0,0,2026-03-13 15:32:24,2026-03-13 17:11:03
202,3857,38941,4,fsfss fsfs sfsfsf ,[],,1,1,1,2026-03-21 12:51:08,0,1,0,2026-03-18 12:51:08,2026-03-18 12:51:08
203,3782,639,3,adadada ,[],,1,1,1,2026-03-21 12:51:29,0,0,0,2026-03-18 12:51:29,2026-03-18 12:51:29
204,3857,38941,4,"Dada is an experienced professional currently serving as Head of Department (HOD). Skilled in a broad range of technologies and methodologies including HTML5, CSS3, JavaScript, React.js, Flutter development, and Rational DOORS, Dada combines technical expertise with leadership capabilities. Familiar with frameworks and concepts such as ERISA, Waterfall, JBA, PWM, and WFO, Dada effectively manages projects and teams to deliver high-quality results. Known for applying practical exercises and hands-on testing, Dada ensures continuous skill enhancement and team performance optimization.",[],,1,1,1,2026-03-21 12:55:10,0,1,0,2026-03-18 12:55:10,2026-03-18 12:55:10
205,3842,39314,5,last review,[],,1,1,1,2026-03-21 13:11:32,0,0,0,2026-03-18 13:11:32,2026-03-18 13:11:32
206,3843,39314,4,hsh sfgh fgh sdfh sfd,[],,1,1,1,2026-03-21 13:14:52,0,0,0,2026-03-18 13:14:52,2026-03-18 13:14:52
207,3844,39314,5,jyu dfj dfjd dgf dgh,[],,1,1,1,2026-03-21 13:17:06,0,0,0,2026-03-18 13:17:06,2026-03-18 13:17:06
208,3809,39314,5,fg sdfg sfdgs sgdfg,[],,1,1,1,2026-03-21 13:42:39,0,0,0,2026-03-18 13:42:39,2026-03-18 13:42:39
209,3829,39314,5,hdfghjdfghddj,[],,1,1,1,2026-03-21 14:21:34,0,0,0,2026-03-18 14:21:34,2026-03-18 14:21:34
210,3835,39314,5,ghjd hsf dsd,[],,1,1,1,2026-03-21 14:22:23,0,0,0,2026-03-18 14:22:23,2026-03-18 14:22:23
211,3853,39314,5,vcadgbvzsdfcbdfbaddb b ,[],,1,1,1,2026-03-21 14:23:17,0,0,0,2026-03-18 14:23:17,2026-03-18 14:23:17
212,3778,39314,4,d asgas adsf asasdf,[],,1,1,1,2026-03-21 15:09:21,0,0,0,2026-03-18 15:09:21,2026-03-18 15:09:21
213,3822,38941,5,Good,[],,1,1,1,2026-03-22 14:45:28,0,0,0,2026-03-19 14:45:28,2026-03-19 14:45:28
214,3867,39256,5,gdsgdgd dgdgddgdg,[],,1,1,1,2026-03-22 15:18:11,0,0,0,2026-03-19 15:18:11,2026-03-19 15:19:20
215,3833,39256,3,lkml,,,0,1,2,,,0,0,2026-03-20 15:36:05,2026-03-20 15:36:05
216,0,0,0,"Hello,it is best",,,0,1,0,,,0,0,2026-03-20 18:10:25,2026-03-31 11:15:02
225,3495,2,0,testing do,,,0,1,0,,,0,0,2026-03-21 12:02:49,2026-03-21 13:24:14
226,63,2,0,asd  asa sf,,,0,1,0,,,0,0,2026-03-21 12:47:27,2026-03-21 12:47:27
228,3600,13,0,"hi, how are you",,,0,1,0,,,0,0,2026-03-21 14:25:33,2026-03-21 14:25:33
229,3600,13,0,"hi, how are you",,,0,1,0,,,0,0,2026-03-21 14:26:35,2026-03-21 14:26:55
230,4448,13,0,"hi, how are you",,,0,1,1,,,0,0,2026-03-21 14:27:09,2026-04-04 11:37:22
231,3642,653,0,This is testing for the review,,,0,1,0,,,0,0,2026-03-21 18:39:07,2026-03-24 11:37:51
232,0,0,0,Hello,,,0,1,0,,,0,0,2026-03-23 10:25:23,2026-03-31 11:07:19
233,0,0,0,Hey nice work,,,0,1,0,,,0,0,2026-03-23 10:44:28,2026-03-31 11:04:13
234,3642,653,0,Hello,,,0,1,0,,,0,0,2026-03-24 11:38:38,2026-03-24 11:38:38
235,3819,38941,4,ad a agf asdf,[],,1,1,1,2026-03-27 11:59:11,0,0,0,2026-03-24 11:59:11,2026-03-24 11:59:11
236,3836,39256,4,ag dfg sdfgs sfgd dsfg dg,,,0,1,2,,,0,0,2026-03-24 12:20:24,2026-03-24 12:20:24
237,3867,39256,3,fdvzfvgs,[],,1,1,1,2026-03-27 14:37:15,0,0,0,2026-03-24 14:37:15,2026-03-24 14:37:15
238,3833,39256,4,bbnxsdfgnhs,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sfgnhsfgvnhsf,1,1,1,2026-03-27 14:43:03,0,0,0,2026-03-24 14:43:03,2026-03-24 14:43:03
239,3833,39256,4,bbnxsdfgnhs rakesh maurya,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sfgnhsfgvnhsf,1,1,1,2026-03-27 14:44:03,0,0,0,2026-03-24 14:44:03,2026-03-24 14:44:03
240,3867,39256,5,this is new review for iLyas,[],,1,1,1,2026-03-27 14:54:04,0,0,0,2026-03-24 14:54:04,2026-03-24 14:54:04
241,3495,2,0,Hello,,,0,1,1,,,0,0,2026-03-21 12:02:49,2026-03-21 13:24:14
242,63,2,0,Hello dfgdf esdgt,,,0,1,0,,,0,0,2026-03-24 18:35:56,2026-03-24 18:35:56
243,63,2,0,Hello dfgdf esdgt,,,0,1,0,,,0,0,2026-03-24 18:42:58,2026-03-24 18:42:58
244,3867,39256,5,sfdg sdfg xsfgs,[],,1,1,1,2026-03-27 18:46:15,0,0,0,2026-03-24 18:46:15,2026-03-24 18:46:15
245,3867,39256,4,this is for testing,[],,1,1,1,2026-03-28 10:58:47,0,0,0,2026-03-25 10:58:47,2026-03-25 10:58:47
246,3837,39256,5,flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla  flka lkl ak lkjdlkj ldj  llsdfkl aldfj lkjasdflkj sd;lf jfdlkj adjfla,,,0,1,1,2026-03-28 11:47:05,0,0,0,2026-03-25 11:47:05,2026-03-25 11:47:05
247,3837,39256,1,bad,[],,1,1,1,2026-03-28 11:23:05,0,0,0,2026-03-25 11:23:05,2026-03-25 11:23:05
248,3837,39256,5,good good,[],,1,1,1,2026-03-28 11:24:40,0,0,0,2026-03-25 11:24:40,2026-03-25 11:24:40
249,3837,39256,4,good very good,[],,1,1,1,2026-03-28 11:27:00,0,0,0,2026-03-25 11:27:00,2026-03-25 11:27:00
250,3837,39256,5,very nice,[],,1,1,1,2026-03-28 11:33:46,0,0,0,2026-03-25 11:33:46,2026-03-25 11:33:46
251,3835,39256,5,wer. wef,,,0,1,1,2026-03-28 11:42:29,0,0,0,2026-03-25 11:42:29,2026-03-25 11:43:43
252,3833,39256,4,badfgasd,[],,1,1,1,2026-03-28 11:54:25,0,0,0,2026-03-25 11:54:25,2026-03-25 11:54:25
253,3826,39256,5,NEW REVIEW FROM EMPLOYEE,[],,1,1,1,2026-03-28 11:59:31,0,0,0,2026-03-25 11:59:31,2026-03-25 11:59:31
254,3867,39256,5,IlYAS SHAIKH Review,[],,1,1,1,2026-03-28 12:01:41,0,0,0,2026-03-25 12:01:41,2026-03-25 12:01:41
255,3867,39256,5,new review for IlYAS shaikh,[],,1,1,1,2026-03-28 12:02:17,0,0,0,2026-03-25 12:02:17,2026-03-25 12:02:17
256,3826,39256,5,review 1,[],,1,1,1,2026-03-28 12:09:10,0,0,0,2026-03-25 12:09:10,2026-03-25 12:09:10
257,3826,39256,5,review 2,[],,1,1,1,2026-03-28 12:09:32,0,0,0,2026-03-25 12:09:32,2026-03-25 12:09:32
258,3704,39072,4,jdjhdghjf,[],,1,1,1,2026-03-28 13:17:28,0,0,0,2026-03-25 13:17:28,2026-03-25 13:17:28
259,3718,39072,3,dgfjdgjdgh dfhg,[],,1,1,1,2026-03-28 13:17:45,0,0,0,2026-03-25 13:17:45,2026-03-25 13:17:45
260,3705,39072,5,jhkfkfghkghjlg;lgk;l.hjk.,[],,1,1,1,2026-03-28 13:18:07,0,0,0,2026-03-25 13:18:07,2026-03-25 13:18:07
261,3859,39072,4,ykfjkfhkdgch fghk hklg,[],,1,1,1,2026-03-28 13:18:31,0,0,0,2026-03-25 13:18:31,2026-03-25 13:18:31
262,3704,39072,4,fgsdfhbz sdhf dfjy,[],,1,1,1,2026-03-28 13:18:52,0,0,0,2026-03-25 13:18:52,2026-03-25 13:18:52
263,3705,39072,4,rtj dth fgsh gs dfg   dyj dj,[],,1,1,1,2026-03-28 13:19:23,0,0,0,2026-03-25 13:19:23,2026-03-25 13:19:23
264,3859,39072,5,"6589ormy ity, uo",[],"fghjk f,gyhju",1,1,1,2026-03-28 13:19:39,0,0,0,2026-03-25 13:19:39,2026-03-25 13:19:39
265,3704,39072,4,dsf gear sdrfg sd,[],shgf sth,1,1,1,2026-03-28 13:20:20,0,0,0,2026-03-25 13:20:20,2026-03-25 13:20:20
266,3822,38941,5,hsft sdfh,[],sdfhg sdh,1,1,1,2026-03-28 13:20:58,0,0,0,2026-03-25 13:20:58,2026-03-25 13:20:58
267,3817,38941,4,hbsdfh sdf,[],,1,1,1,2026-03-28 13:21:15,0,1,0,2026-03-25 13:21:15,2026-03-25 13:21:15
268,3822,38941,5,ghjdhgj dgjh df,[],fgjh dghj,1,1,1,2026-03-28 13:21:38,0,0,0,2026-03-25 13:21:38,2026-03-25 13:21:38
269,3855,38941,5,wre yerth,[],,1,1,1,2026-03-28 13:22:00,0,0,0,2026-03-25 13:22:00,2026-03-25 13:22:00
270,3856,38941,5,gfhs dfgh dfg zsdfyh mi8,[],,1,1,1,2026-03-28 13:22:18,0,0,0,2026-03-25 13:22:18,2026-03-25 13:22:18
271,3857,38941,5,weg sfgh sfgde sd,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sdfhg dfhg,1,1,1,2026-03-28 14:32:23,0,1,0,2026-03-25 14:32:23,2026-03-25 14:32:23
272,3822,38941,5,fdgsd sgfd sdf,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",sdfg sdfg,1,1,1,2026-03-28 14:33:23,0,0,0,2026-03-25 14:33:23,2026-03-25 14:33:23
273,3765,38941,5,sfgsd fg,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",sfdg sgf,1,1,1,2026-03-28 14:59:44,0,0,0,2026-03-25 14:59:44,2026-03-25 14:59:44
274,3876,39072,4,test,[],,1,1,1,2026-03-29 12:08:53,0,0,0,2026-03-26 12:08:53,2026-03-26 12:59:18
276,3495,2,0,Hello this is testing form company side,,,1,1,1,2026-03-29 13:35:02,0,0,0,2026-03-26 13:35:02,2026-03-26 13:35:02
277,3495,2,0,Hello this is testing form company side,,,1,1,1,2026-03-29 13:36:15,0,0,0,2026-03-26 13:36:15,2026-03-26 13:36:15
278,3495,2,0,Hello this is testing form company side,,,1,1,1,2026-03-29 13:37:55,0,0,0,2026-03-26 13:37:55,2026-03-26 13:37:55
279,3495,2,0,Hello this is testing form company side,,,1,1,1,2026-03-29 13:38:36,0,0,0,2026-03-26 13:38:36,2026-03-26 13:38:36
280,3495,2,0,This is testing for the review in company,,,1,1,1,2026-03-29 13:40:32,0,0,0,2026-03-26 13:40:32,2026-03-26 13:44:52
281,3819,38941,4,hello,,,0,1,0,,,0,0,2026-03-26 14:50:07,2026-03-26 14:50:07
282,3819,38941,3,this is for testing only,,,0,1,0,,,0,0,2026-03-26 14:50:46,2026-03-26 14:50:46
283,63,2,0,"Hi, I am a UI developer ji nbjinljbljb jl",,,0,1,0,,,0,0,2026-03-26 16:11:57,2026-06-09 12:06:56
284,938,0,0,"Hi, I am a UI developer in the Innotech.",,,0,1,0,,,0,0,2026-03-26 16:13:26,2026-03-26 16:13:26
285,938,13,0,Working on the frontend developer position,,,0,1,0,,,0,0,2026-03-26 16:14:31,2026-05-22 15:19:08
286,938,13,0,Testing frontend developer position uction engineer planning,,,0,1,0,,,0,0,2026-03-26 16:14:59,2026-05-22 15:02:25
287,3833,39256,4,test,,,0,1,1,2026-04-25 17:26:56,0,0,0,2026-04-22 17:26:56,2026-04-22 17:26:56
288,3495,2,0,Testing frontend developer position ssss,,,1,1,1,2026-03-29 16:45:42,0,0,0,2026-03-26 16:45:42,2026-03-26 16:45:42
289,3495,2,0,Testing frontend developer position ssss,,,1,1,1,2026-03-29 16:46:19,0,0,0,2026-03-26 16:46:19,2026-03-26 16:46:19
290,3833,39256,2,testsser,,,0,1,1,2026-04-24 18:02:47,0,0,0,2026-04-21 18:02:47,2026-04-21 18:02:47
291,3836,39256,5,asdf sh sdhfs sdfg sdfg sdfg sdfg xfg f,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,1,2026-05-09 17:11:19,0,0,0,2026-05-06 17:11:19,2026-05-06 17:11:19
292,3822,38941,5,dfa gf afdga ggas asd,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,1,2026-04-02 13:35:50,0,0,0,2026-03-30 13:35:50,2026-03-30 13:35:50
293,3822,38941,5,new review,,,0,1,1,2026-04-02 13:39:38,0,0,0,2026-03-30 13:39:38,2026-03-30 13:39:38
294,3822,38941,5,this is new,,,0,1,1,2026-04-02 13:41:59,0,0,0,2026-03-30 13:41:59,2026-03-30 14:46:28
295,3833,39256,3,test11,,,0,1,1,2026-04-02 14:52:21,0,0,0,2026-03-30 14:52:21,2026-03-30 14:52:21
296,3841,39256,0,fssf,,,1,1,1,2026-04-02 15:41:42,0,0,0,2026-03-30 15:41:42,2026-03-30 18:22:44
297,0,0,0,bdsdfsfs,,,0,1,0,,,0,0,2026-03-30 15:42:07,2026-03-30 15:42:07
298,3833,39256,4,evening,,,0,1,1,2026-04-02 17:51:58,0,0,0,2026-03-30 17:51:58,2026-03-30 17:51:58
299,3495,2,0,Testing frontend developer position ssss,,,1,1,1,2026-04-03 11:05:30,0,0,0,2026-03-31 11:05:30,2026-03-31 11:05:30
300,0,0,0,afsfs,,,0,1,0,,,0,0,2026-03-31 11:05:35,2026-03-31 11:05:35
301,0,0,0,afsfs,,,0,1,0,,,0,0,2026-03-31 11:05:39,2026-03-31 11:05:39
302,0,0,0,sffs,,,0,1,0,,,0,0,2026-03-31 11:19:27,2026-03-31 11:19:27
303,0,0,0,Heyyy Nice work,,,0,1,0,,,0,0,2026-03-31 11:20:29,2026-03-31 11:20:29
304,0,0,0,Heyyy,,,0,1,0,,,0,0,2026-03-31 11:22:41,2026-03-31 11:22:41
308,3877,0,5,hello,,,0,1,0,,,0,0,2026-03-31 11:30:01,2026-03-31 11:30:01
310,3882,39256,0,Heyyy good review,,,0,1,1,2026-04-04 18:45:15,0,0,0,2026-04-01 18:45:15,2026-04-01 18:46:01
311,0,0,0,Testing review new 3,,,0,1,0,,,0,0,2026-03-31 11:38:03,2026-03-31 11:38:03
312,3880,38941,0,Testing review new 4,,,0,1,0,,,0,0,2026-03-31 11:42:13,2026-03-31 11:42:13
313,3880,38941,0,Testing review new 44,,,0,1,1,2026-04-23 11:11:07,0,0,0,2026-04-20 11:11:07,2026-04-20 11:11:07
315,3880,38941,0,Testing review new 4,,,0,1,1,2026-04-05 16:03:01,0,0,0,2026-04-02 16:03:01,2026-04-02 16:03:00
316,3880,38941,0,Testing review new 4,,,0,1,1,2026-04-05 15:49:49,0,0,0,2026-04-02 15:49:49,2026-04-02 16:01:20
317,3882,39256,0,New Rating 1,,,0,1,1,2026-04-04 18:39:43,0,0,0,2026-04-01 18:39:43,2026-04-01 18:39:43
322,3882,39256,0,Yash 4,,,0,1,1,2026-04-04 16:16:18,0,0,0,2026-04-01 16:16:18,2026-04-02 11:35:28
324,3833,39256,5,hi mrming check my review,,,0,1,1,2026-04-05 16:02:16,0,0,0,2026-04-02 16:02:16,2026-04-02 16:02:16
325,3875,38860,4,She was good employee,[],,1,1,1,2026-04-05 13:08:59,0,0,0,2026-04-02 13:08:59,2026-04-02 13:08:59
326,3705,39072,3,He is good employee,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,1,1,1,2026-04-05 13:10:25,0,0,0,2026-04-02 13:10:25,2026-04-02 13:10:25
